acc,node,density,input_scale,rho,fb_scale,leaking_rate,average_window
0.582,0.875,0.3,0.003,1.325,0,0.85,100
0.582,0.875,0.3,0.003,1.325,0,0.9,100
0.5818,0.85,0.3,0.003,1.375,0,0.85,100
0.5818,0.85,0.5,0.003,1.425,0,0.9,100
0.5818,0.925,0.4,0.003,1.325,0,0.85,100
0.5816,0.85,0.5,0.003,1.4,0,0.9,100
0.5816,0.875,0.3,0.003,1.3,0,0.9,100
0.5816,0.925,0.4,0.003,1.3,0,0.75,100
0.5813,0.875,0.5,0.003,1.375,0,0.75,100
0.5812,0.85,0.4,0.003,1.4,0,0.9,100
0.581,0.825,0.3,0.003,1.3,0,0.85,100
0.581,0.85,0.3,0.003,1.4,0,0.85,100
0.581,0.925,0.4,0.003,1.375,0,0.85,100
0.581,0.95,0.3,0.002,1.3,0,0.9,100
0.5808,0.825,0.3,0.003,1.3,0,0.9,100
0.5808,0.925,0.4,0.003,1.325,0,0.85,100
0.5808,0.925,0.4,0.003,1.375,0,0.85,100
0.5808,0.925,0.4,0.003,1.375,0,0.9,100
0.5808,0.925,0.5,0.003,1.375,0,0.85,100
0.5805,0.875,0.4,0.003,1.3,0,0.85,100
0.5805,0.875,0.4,0.003,1.3,0,0.9,100
0.5804,0.925,0.3,0.003,1.35,0,0.75,100
0.5803,0.875,0.4,0.003,1.375,0,0.9,100
0.58,0.85,0.4,0.003,1.425,0,0.75,100
0.5799,0.825,0.4,0.002,1.4,0,0.9,100
0.5799,0.925,0.4,0.003,1.35,0,0.9,100
0.5797,0.875,0.4,0.003,1.3,0,0.75,100
0.5796,0.85,0.4,0.003,1.375,0,0.85,100
0.5796,0.925,0.3,0.003,1.375,0,0.75,100
0.5795,0.85,0.3,0.003,1.425,0,0.9,100
0.5794,0.925,0.4,0.003,1.3,0,0.9,100
0.5794,0.925,0.4,0.003,1.325,0,0.9,100
0.5794,0.875,0.5,0.002,1.375,0,0.75,100
0.5792,0.875,0.3,0.002,1.375,0,0.75,100
0.5792,0.925,0.5,0.003,1.375,0,0.9,100
0.5791,0.925,0.3,0.003,1.45,0,0.75,100
0.579,0.825,0.5,0.002,1.325,0,0.85,100
0.579,0.825,0.5,0.002,1.325,0,0.9,100
0.579,0.925,0.4,0.003,1.325,0,0.9,100
0.5789,0.85,0.3,0.002,1.3,0,0.85,100
0.5789,0.875,0.4,0.003,1.375,0,0.85,100
0.5787,0.875,0.4,0.003,1.35,0,0.85,100
0.5787,0.925,0.4,0.003,1.3,0,0.85,100
0.5786,0.85,0.3,0.003,1.375,0,0.9,100
0.5786,0.85,0.4,0.002,1.4,0,0.75,100
0.5786,0.875,0.4,0.003,1.35,0,0.9,100
0.5785,0.875,0.4,0.003,1.4,0,0.75,100
0.5783,0.925,0.3,0.003,1.325,0,0.75,100
0.5782,0.85,0.4,0.003,1.325,0,0.75,100
0.5782,0.85,0.5,0.003,1.3,0,0.75,100
0.5782,0.875,0.4,0.003,1.375,0,0.75,100
0.5782,0.925,0.4,0.003,1.4,0,0.75,100
0.578,0.85,0.3,0.003,1.375,0,0.75,100
0.578,0.875,0.5,0.002,1.375,0,0.9,100
0.5778,0.85,0.3,0.003,1.4,0,0.9,100
0.5774,0.875,0.4,0.003,1.425,0,0.75,100
0.5773,0.875,0.3,0.002,1.4,0,0.75,100
0.5773,0.925,0.3,0.003,1.425,0,0.75,100
0.5771,0.825,0.3,0.003,1.325,0,0.85,100
0.5768,0.85,0.5,0.003,1.35,0,0.75,100
0.5768,0.85,0.5,0.003,1.35,0,0.85,100
0.5768,0.85,0.5,0.003,1.375,0,0.85,100
0.5768,0.85,0.5,0.003,1.375,0,0.9,100
0.5768,0.925,0.4,0.003,1.375,0,0.9,100
0.5766,0.85,0.4,0.003,1.375,0,0.9,100
0.5763,0.925,0.3,0.003,1.4,0,0.75,100
0.5762,0.85,0.4,0.002,1.3,0,0.85,100
0.576,0.95,0.4,0.003,1.4,0,0.75,100
0.5759,0.925,0.3,0.002,1.4,0,0.75,100
0.5759,0.95,0.4,0.002,1.35,0,0.75,100
0.5755,0.825,0.4,0.002,1.4,0,0.85,100
0.5753,0.85,0.5,0.003,1.325,0,0.75,100
0.5753,0.85,0.5,0.003,1.325,0,0.9,100
0.5752,0.925,0.3,0.003,1.3,0,0.75,100
0.5751,0.85,0.4,0.003,1.35,0,0.85,100
0.5751,0.875,0.5,0.003,1.375,0,0.85,100
0.575,0.95,0.4,0.003,1.375,0,0.75,100
0.5749,0.925,0.3,0.003,1.4,0,0.75,100
0.5747,0.925,0.3,0.003,1.35,0,0.75,100
0.5745,0.875,0.4,0.002,1.35,0,0.85,100
0.5745,0.875,0.4,0.003,1.45,0,0.75,100
0.5743,0.925,0.4,0.003,1.3,0,0.9,100
0.5741,0.85,0.3,0.002,1.3,0,0.9,100
0.5739,0.85,0.5,0.003,1.325,0,0.85,100
0.5739,0.85,0.5,0.003,1.35,0,0.9,100
0.5739,0.925,0.4,0.003,1.4,0,0.85,100
0.5737,0.85,0.5,0.003,1.3,0,0.85,100
0.5737,0.85,0.4,0.003,1.45,0,0.85,100
0.5737,0.875,0.5,0.003,1.375,0,0.9,100
0.5737,0.95,0.3,0.003,1.45,0,0.9,100
0.5734,0.95,0.4,0.003,1.3,0,0.85,100
0.5733,0.825,0.3,0.003,1.3,0,0.9,100
0.5733,0.85,0.4,0.003,1.3,0,0.75,100
0.5733,0.925,0.3,0.003,1.375,0,0.75,100
0.5733,0.95,0.4,0.003,1.3,0,0.9,100
0.573,0.85,0.4,0.002,1.3,0,0.9,100
0.573,0.925,0.3,0.003,1.325,0,0.75,100
0.5726,0.875,0.5,0.002,1.375,0,0.85,100
0.5726,0.925,0.3,0.003,1.35,0,0.85,100
0.5725,0.925,0.4,0.003,1.4,0,0.9,100
0.5723,0.825,0.3,0.003,1.325,0,0.9,100
0.5723,0.85,0.4,0.003,1.325,0,0.85,100
0.5723,0.85,0.4,0.003,1.35,0,0.9,100
0.5721,0.85,0.5,0.003,1.3,0,0.9,100
0.5721,0.925,0.3,0.002,1.375,0,0.75,100
0.5721,0.925,0.3,0.003,1.375,0,0.85,100
0.572,0.875,0.4,0.003,1.35,0,0.75,100
0.5717,0.825,0.4,0.002,1.375,0,0.75,100
0.5715,0.85,0.3,0.003,1.35,0,0.75,100
0.5715,0.85,0.3,0.003,1.375,0,0.85,100
0.5715,0.925,0.3,0.003,1.45,0,0.85,100
0.5715,0.925,0.3,0.003,1.45,0,0.9,100
0.5714,0.85,0.3,0.003,1.375,0,0.9,100
0.5714,0.85,0.3,0.003,1.35,0,0.75,100
0.571,0.925,0.3,0.003,1.35,0,0.9,100
0.5709,0.875,0.4,0.003,1.325,0,0.9,100
0.5705,0.925,0.3,0.003,1.325,0,0.85,100
0.5705,0.925,0.3,0.003,1.325,0,0.9,100
0.5704,0.925,0.3,0.003,1.375,0,0.85,100
0.5704,0.95,0.3,0.003,1.45,0,0.85,100
0.57,0.925,0.5,0.002,1.375,0,0.9,100
0.5696,0.875,0.4,0.002,1.35,0,0.75,100
0.5696,0.875,0.4,0.003,1.325,0,0.85,100
0.5689,0.875,0.5,0.003,1.35,0,0.9,100
0.5689,0.925,0.3,0.003,1.3,0,0.85,100
0.5688,0.925,0.3,0.003,1.35,0,0.85,100
0.5688,0.925,0.3,0.003,1.4,0,0.9,100
0.5682,0.925,0.3,0.003,1.425,0,0.85,100
0.5678,0.85,0.3,0.003,1.35,0,0.85,100
0.5678,0.925,0.3,0.002,1.325,0,0.85,100
0.5678,0.925,0.3,0.003,1.375,0,0.9,100
0.5674,0.925,0.3,0.003,1.35,0,0.9,100
0.5674,0.925,0.3,0.003,1.375,0,0.9,100
0.5674,0.925,0.3,0.003,1.4,0,0.85,100
0.5674,0.875,0.5,0.003,1.35,0,0.85,100
0.5671,0.95,0.4,0.003,1.425,0,0.85,100
0.5669,0.875,0.5,0.003,1.4,0,0.75,100
0.5669,0.95,0.4,0.002,1.325,0,0.9,100
0.5667,0.925,0.3,0.003,1.425,0,0.9,100
0.5666,0.925,0.3,0.003,1.3,0,0.75,100
0.5662,0.85,0.4,0.003,1.325,0,0.9,100
0.5662,0.85,0.3,0.003,1.35,0,0.9,100
0.566,0.85,0.4,0.003,1.3,0,0.85,100
0.566,0.875,0.5,0.003,1.35,0,0.75,100
0.5659,0.925,0.3,0.003,1.3,0,0.9,100
0.5654,0.825,0.3,0.002,1.425,0,0.9,100
0.5651,0.825,0.3,0.003,1.35,0,0.75,100
0.565,0.85,0.3,0.003,1.325,0,0.75,100
0.5646,0.85,0.4,0.003,1.3,0,0.9,100
0.5643,0.825,0.3,0.003,1.35,0,0.9,100
0.5642,0.925,0.3,0.003,1.325,0,0.85,100
0.5637,0.85,0.3,0.003,1.35,0,0.85,100
0.5636,0.85,0.3,0.003,1.35,0,0.9,100
0.5636,0.875,0.4,0.003,1.3,0,0.9,100
0.5631,0.85,0.3,0.002,1.45,0,0.85,100
0.563,0.825,0.3,0.003,1.35,0,0.85,100
0.5628,0.85,0.3,0.003,1.3,0,0.75,100
0.5616,0.85,0.3,0.003,1.325,0,0.85,100
0.5609,0.825,0.3,0.002,1.425,0,0.85,100
0.5609,0.825,0.4,0.003,1.45,0,0.9,100
0.5609,0.95,0.4,0.003,1.4,0,0.85,100
0.5607,0.875,0.4,0.003,1.3,0,0.85,100
0.5602,0.85,0.4,0.003,1.45,0,0.9,100
0.5599,0.925,0.3,0.003,1.325,0,0.9,100
0.5594,0.85,0.5,0.002,1.425,0,0.85,100
0.5594,0.875,0.5,0.003,1.425,0,0.9,100
0.5593,0.85,0.3,0.002,1.45,0,0.9,100
0.5593,0.825,0.4,0.003,1.45,0,0.85,100
0.5586,0.85,0.3,0.003,1.325,0,0.9,100
0.5583,0.875,0.5,0.003,1.325,0,0.85,100
0.5583,0.875,0.5,0.003,1.325,0,0.9,100
0.558,0.85,0.5,0.002,1.425,0,0.9,100
0.558,0.925,0.3,0.002,1.35,0,0.85,100
0.5578,0.925,0.3,0.002,1.425,0,0.75,100
0.5577,0.85,0.4,0.003,1.4,0,0.75,100
0.5573,0.925,0.3,0.002,1.35,0,0.75,100
0.5572,0.95,0.4,0.003,1.4,0,0.85,100
0.5571,0.925,0.3,0.003,1.4,0,0.85,100
0.5568,0.925,0.3,0.002,1.375,0,0.85,100
0.5566,0.925,0.3,0.002,1.35,0,0.9,100
0.5564,0.825,0.4,0.002,1.4,0,0.75,100
0.5564,0.875,0.5,0.003,1.425,0,0.85,100
0.5563,0.925,0.3,0.003,1.3,0,0.85,100
0.556,0.85,0.4,0.002,1.425,0,0.9,100
0.5557,0.925,0.3,0.003,1.4,0,0.9,100
0.5557,0.925,0.5,0.002,1.35,0,0.75,100
0.5554,0.85,0.5,0.002,1.45,0,0.9,100
0.5552,0.85,0.3,0.003,1.3,0,0.85,100
0.5552,0.925,0.3,0.002,1.325,0,0.9,100
0.5548,0.875,0.5,0.003,1.375,0,0.75,100
0.5544,0.95,0.4,0.003,1.35,0,0.75,100
0.554,0.875,0.5,0.003,1.325,0,0.75,100
0.5538,0.85,0.3,0.003,1.3,0,0.9,100
0.5536,0.925,0.3,0.002,1.375,0,0.9,100
0.5535,0.85,0.4,0.003,1.3,0,0.9,100
0.5532,0.85,0.3,0.003,1.325,0,0.85,100
0.5532,0.875,0.5,0.003,1.375,0,0.85,100
0.553,0.95,0.4,0.003,1.375,0,0.85,100
0.5529,0.95,0.4,0.003,1.4,0,0.9,100
0.5525,0.85,0.5,0.002,1.425,0,0.75,100
0.5524,0.825,0.4,0.003,1.45,0,0.75,100
0.5524,0.95,0.4,0.003,1.425,0,0.9,100
0.5522,0.85,0.3,0.003,1.325,0,0.75,100
0.5522,0.95,0.4,0.003,1.45,0,0.85,100
0.5521,0.95,0.3,0.003,1.45,0,0.75,100
0.5514,0.85,0.4,0.003,1.425,0,0.85,100
0.5514,0.875,0.5,0.003,1.35,0,0.75,100
0.5508,0.95,0.4,0.002,1.3,0,0.9,100
0.5507,0.85,0.4,0.003,1.3,0,0.85,100
0.5503,0.875,0.5,0.003,1.4,0,0.85,100
0.5502,0.875,0.5,0.003,1.325,0,0.85,100
0.55,0.85,0.3,0.003,1.325,0,0.9,100
0.55,0.875,0.5,0.003,1.4,0,0.75,100
0.55,0.95,0.3,0.002,1.325,0,0.85,100
0.5497,0.85,0.4,0.002,1.425,0,0.85,100
0.5496,0.875,0.3,0.002,1.45,0,0.75,100
0.5492,0.875,0.5,0.003,1.3,0,0.85,100
0.5491,0.925,0.3,0.003,1.3,0,0.9,100
0.5491,0.925,0.5,0.002,1.375,0,0.75,100
0.549,0.875,0.5,0.003,1.375,0,0.9,100
0.549,0.925,0.3,0.002,1.4,0,0.85,100
0.5489,0.875,0.5,0.003,1.4,0,0.9,100
0.5487,0.85,0.4,0.003,1.425,0,0.9,100
0.5486,0.95,0.4,0.003,1.375,0,0.9,100
0.5485,0.825,0.3,0.003,1.375,0,0.9,100
0.5485,0.875,0.4,0.003,1.325,0,0.75,100
0.5484,0.95,0.4,0.002,1.375,0,0.9,100
0.5478,0.875,0.5,0.003,1.3,0,0.9,100
0.5475,0.95,0.4,0.003,1.4,0,0.9,100
0.5475,0.95,0.4,0.002,1.375,0,0.85,100
0.5474,0.875,0.5,0.003,1.425,0,0.75,100
0.5473,0.825,0.3,0.003,1.375,0,0.85,100
0.546,0.825,0.3,0.003,1.375,0,0.75,100
0.546,0.925,0.3,0.003,1.425,0,0.75,100
0.5457,0.85,0.3,0.003,1.3,0,0.85,100
0.5455,0.825,0.5,0.002,1.35,0,0.9,100
0.544,0.95,0.4,0.003,1.45,0,0.85,100
0.5439,0.875,0.5,0.003,1.425,0,0.85,100
0.5439,0.95,0.4,0.003,1.425,0,0.75,100
0.5436,0.825,0.5,0.002,1.35,0,0.85,100
0.5435,0.875,0.5,0.003,1.3,0,0.75,100
0.5433,0.85,0.3,0.003,1.3,0,0.75,100
0.5429,0.95,0.4,0.003,1.35,0,0.85,100
0.5427,0.95,0.4,0.003,1.45,0,0.75,100
0.5426,0.875,0.5,0.003,1.425,0,0.9,100
0.5425,0.85,0.5,0.002,1.45,0,0.85,100
0.5425,0.85,0.4,0.003,1.325,0,0.9,100
0.5423,0.85,0.4,0.003,1.3,0,0.75,100
0.5422,0.875,0.5,0.003,1.425,0,0.75,100
0.5416,0.925,0.5,0.002,1.4,0,0.85,100
0.5416,0.925,0.5,0.002,1.4,0,0.9,100
0.5416,0.95,0.3,0.002,1.325,0,0.9,100
0.5415,0.85,0.4,0.003,1.45,0,0.75,100
0.5415,0.925,0.3,0.002,1.4,0,0.9,100
0.5409,0.825,0.4,0.002,1.425,0,0.85,100
0.5404,0.95,0.4,0.002,1.325,0,0.85,100
0.5401,0.825,0.4,0.002,1.425,0,0.9,100
0.5401,0.925,0.5,0.003,1.4,0,0.75,100
0.5401,0.95,0.4,0.003,1.45,0,0.9,100
0.5399,0.925,0.5,0.002,1.4,0,0.75,100
0.5396,0.925,0.5,0.002,1.425,0,0.85,100
0.5395,0.925,0.4,0.002,1.425,0,0.75,100
0.539,0.875,0.5,0.002,1.4,0,0.9,100
0.539,0.95,0.4,0.003,1.45,0,0.9,100
0.5386,0.925,0.5,0.003,1.4,0,0.9,100
0.5385,0.875,0.5,0.003,1.35,0,0.85,100
0.5385,0.95,0.4,0.003,1.325,0,0.75,100
0.5384,0.85,0.3,0.003,1.3,0,0.9,100
0.5384,0.875,0.5,0.003,1.3,0,0.75,100
0.5383,0.85,0.4,0.003,1.325,0,0.75,100
0.5383,0.925,0.5,0.002,1.425,0,0.9,100
0.5382,0.85,0.4,0.003,1.325,0,0.85,100
0.5381,0.925,0.5,0.003,1.45,0,0.75,100
0.5372,0.925,0.5,0.003,1.4,0,0.85,100
0.5372,0.95,0.4,0.002,1.3,0,0.85,100
0.5371,0.85,0.4,0.003,1.35,0,0.75,100
0.5369,0.875,0.4,0.003,1.3,0,0.75,100
0.5367,0.95,0.4,0.002,1.325,0,0.75,100
0.5357,0.85,0.4,0.003,1.375,0,0.75,100
0.5357,0.85,0.4,0.003,1.4,0,0.9,100
0.5356,0.85,0.4,0.003,1.375,0,0.9,100
0.5355,0.85,0.4,0.003,1.35,0,0.85,100
0.5355,0.85,0.4,0.003,1.35,0,0.9,100
0.535,0.925,0.5,0.002,1.425,0,0.75,100
0.5349,0.875,0.5,0.003,1.325,0,0.75,100
0.5343,0.925,0.5,0.002,1.45,0,0.9,100
0.5342,0.85,0.4,0.003,1.45,0,0.85,100
0.5342,0.85,0.4,0.003,1.375,0,0.85,100
0.5342,0.85,0.4,0.003,1.4,0,0.85,100
0.5342,0.925,0.3,0.003,1.45,0,0.75,100
0.5342,0.95,0.4,0.002,1.3,0,0.75,100
0.5342,0.95,0.4,0.003,1.35,0,0.9,100
0.534,0.875,0.4,0.002,1.375,0,0.85,100
0.534,0.875,0.5,0.002,1.4,0,0.85,100
0.533,0.825,0.5,0.002,1.375,0,0.9,100
0.5328,0.875,0.5,0.003,1.35,0,0.9,100
0.5328,0.95,0.4,0.003,1.3,0,0.75,100
0.5327,0.85,0.4,0.003,1.45,0,0.9,100
0.5315,0.95,0.4,0.002,1.425,0,0.85,100
0.5314,0.825,0.5,0.002,1.35,0,0.75,100
0.5313,0.825,0.3,0.003,1.4,0,0.85,100
0.5313,0.825,0.3,0.003,1.4,0,0.9,100
0.5313,0.95,0.4,0.003,1.3,0,0.85,100
0.5313,0.95,0.4,0.003,1.325,0,0.85,100
0.5307,0.875,0.5,0.002,1.4,0,0.75,100
0.5301,0.95,0.3,0.002,1.35,0,0.75,100
0.53,0.875,0.5,0.002,1.425,0,0.9,100
0.53,0.95,0.4,0.003,1.425,0,0.9,100
0.5299,0.95,0.4,0.003,1.325,0,0.9,100
0.5297,0.825,0.3,0.003,1.4,0,0.75,100
0.5296,0.825,0.3,0.002,1.425,0,0.75,100
0.5294,0.825,0.3,0.002,1.45,0,0.9,100
0.5294,0.85,0.4,0.002,1.45,0,0.9,100
0.5288,0.925,0.5,0.002,1.45,0,0.85,100
0.5285,0.95,0.4,0.003,1.425,0,0.85,100
0.5284,0.875,0.4,0.002,1.375,0,0.75,100
0.5283,0.85,0.4,0.002,1.425,0,0.75,100
0.5283,0.95,0.4,0.003,1.3,0,0.9,100
0.5281,0.825,0.5,0.002,1.375,0,0.85,100
0.5278,0.925,0.5,0.003,1.45,0,0.85,100
0.5276,0.875,0.5,0.003,1.45,0,0.75,100
0.5275,0.925,0.3,0.002,1.45,0,0.75,100
0.5274,0.875,0.5,0.003,1.45,0,0.85,100
0.5274,0.925,0.5,0.002,1.45,0,0.75,100
0.5273,0.875,0.5,0.003,1.45,0,0.9,100
0.5262,0.825,0.3,0.003,1.45,0,0.75,100
0.5257,0.925,0.5,0.003,1.425,0,0.75,100
0.5255,0.925,0.3,0.003,1.425,0,0.85,100
0.525,0.875,0.4,0.002,1.35,0,0.9,100
0.525,0.875,0.5,0.002,1.425,0,0.85,100
0.524,0.925,0.3,0.003,1.425,0,0.9,100
0.5226,0.875,0.5,0.003,1.45,0,0.75,100
0.5225,0.925,0.3,0.002,1.425,0,0.85,100
0.5224,0.925,0.5,0.003,1.45,0,0.9,100
0.5222,0.925,0.4,0.002,1.45,0,0.9,100
0.522,0.925,0.3,0.002,1.45,0,0.9,100
0.5213,0.875,0.5,0.003,1.45,0,0.85,100
0.5213,0.95,0.3,0.002,1.35,0,0.85,100
0.52,0.875,0.5,0.002,1.425,0,0.75,100
0.52,0.925,0.3,0.002,1.425,0,0.9,100
0.5199,0.95,0.5,0.002,1.35,0,0.9,100
0.5196,0.925,0.4,0.003,1.425,0,0.75,100
0.5196,0.925,0.3,0.002,1.45,0,0.85,100
0.5184,0.875,0.5,0.003,1.45,0,0.9,100
0.5183,0.95,0.5,0.002,1.35,0,0.85,100
0.5179,0.825,0.3,0.003,1.425,0,0.75,100
0.5175,0.825,0.3,0.002,1.45,0,0.85,100
0.5171,0.925,0.4,0.002,1.375,0,0.9,100
0.5166,0.925,0.3,0.003,1.45,0,0.85,100
0.515,0.825,0.3,0.003,1.45,0,0.85,100
0.5147,0.875,0.4,0.002,1.375,0,0.9,100
0.5139,0.925,0.4,0.003,1.425,0,0.85,100
0.513,0.95,0.3,0.002,1.35,0,0.9,100
0.5125,0.925,0.4,0.003,1.425,0,0.9,100
0.5122,0.825,0.3,0.003,1.425,0,0.85,100
0.5122,0.825,0.3,0.003,1.45,0,0.9,100
0.5106,0.925,0.5,0.003,1.425,0,0.85,100
0.5101,0.825,0.5,0.002,1.375,0,0.75,100
0.51,0.85,0.5,0.002,1.45,0,0.75,100
0.5094,0.825,0.3,0.003,1.425,0,0.9,100
0.5093,0.85,0.4,0.002,1.45,0,0.85,100
0.5078,0.925,0.3,0.003,1.45,0,0.9,100
0.5077,0.925,0.5,0.003,1.425,0,0.9,100
0.5074,0.85,0.4,0.002,1.45,0,0.75,100
0.5064,0.95,0.5,0.002,1.35,0,0.75,100
0.506,0.825,0.5,0.002,1.4,0,0.9,100
0.5054,0.925,0.4,0.003,1.45,0,0.75,100
0.5048,0.925,0.4,0.002,1.375,0,0.85,100
0.5039,0.925,0.4,0.003,1.45,0,0.85,100
0.5039,0.925,0.4,0.003,1.45,0,0.9,100
0.5038,0.925,0.4,0.002,1.425,0,0.9,100
0.5009,0.925,0.4,0.002,1.4,0,0.9,100
0.4989,0.875,0.5,0.002,1.45,0,0.9,100
0.4981,0.925,0.4,0.002,1.425,0,0.85,100
0.4957,0.925,0.4,0.002,1.375,0,0.75,100
0.4945,0.825,0.5,0.002,1.4,0,0.85,100
0.4928,0.925,0.4,0.002,1.4,0,0.85,100
0.4905,0.925,0.4,0.002,1.4,0,0.75,100
0.4878,0.825,0.3,0.002,1.45,0,0.75,100
0.4864,0.925,0.4,0.002,1.45,0,0.75,100
0.4841,0.925,0.4,0.002,1.45,0,0.85,100
0.4832,0.875,0.5,0.002,1.45,0,0.85,100
0.4831,0.95,0.5,0.002,1.375,0,0.9,100
0.4798,0.95,0.4,0.002,1.4,0,0.75,100
0.4763,0.875,0.4,0.002,1.425,0,0.9,100
0.4735,0.875,0.5,0.002,1.45,0,0.75,100
0.4728,0.95,0.5,0.002,1.375,0,0.85,100
0.4707,0.875,0.4,0.002,1.4,0,0.9,100
0.4666,0.95,0.3,0.002,1.375,0,0.9,100
0.4661,0.95,0.3,0.002,1.375,0,0.75,100
0.4643,0.95,0.3,0.002,1.375,0,0.85,100
0.4622,0.95,0.5,0.002,1.4,0,0.9,100
0.4604,0.875,0.4,0.002,1.4,0,0.85,100
0.4601,0.95,0.5,0.002,1.4,0,0.85,100
0.4587,0.875,0.4,0.002,1.45,0,0.9,100
0.4552,0.95,0.5,0.002,1.425,0,0.85,100
0.4537,0.875,0.4,0.002,1.4,0,0.75,100
0.451,0.825,0.5,0.002,1.4,0,0.75,100
0.4505,0.95,0.5,0.002,1.4,0,0.75,100
0.4483,0.95,0.5,0.002,1.375,0,0.75,100
0.4454,0.875,0.4,0.002,1.425,0,0.85,100
0.4444,0.95,0.5,0.002,1.425,0,0.9,100
0.4426,0.95,0.4,0.002,1.45,0,0.85,100
0.4423,0.825,0.5,0.002,1.425,0,0.9,100
0.4419,0.95,0.4,0.002,1.425,0,0.9,100
0.439,0.95,0.5,0.002,1.425,0,0.75,100
0.4374,0.825,0.5,0.002,1.425,0,0.85,100
0.4371,0.875,0.4,0.002,1.45,0,0.85,100
0.423,0.875,0.4,0.002,1.45,0,0.75,100
0.4227,0.875,0.4,0.002,1.425,0,0.75,100
0.4186,0.95,0.4,0.002,1.45,0,0.75,100
0.4186,0.95,0.5,0.002,1.45,0,0.9,100
0.4032,0.825,0.5,0.002,1.425,0,0.75,100
0.4018,0.95,0.5,0.002,1.45,0,0.85,100
0.3948,0.825,0.5,0.002,1.45,0,0.75,100
0.388,0.95,0.5,0.002,1.45,0,0.75,100
0.3815,0.825,0.4,0.002,1.45,0,0.75,100
0.3804,0.95,0.4,0.002,1.45,0,0.9,100
0.3758,0.95,0.4,0.002,1.425,0,0.75,100
0.3714,0.825,0.4,0.002,1.45,0,0.9,100
0.368,0.95,0.3,0.002,1.4,0,0.75,100
0.3552,0.825,0.4,0.002,1.45,0,0.85,100
0.3412,0.95,0.3,0.002,1.4,0,0.9,100
0.3395,0.95,0.3,0.002,1.4,0,0.85,100
0.3329,0.95,0.3,0.002,1.45,0,0.9,100
0.3296,0.95,0.3,0.002,1.425,0,0.9,100
0.3281,0.95,0.3,0.002,1.45,0,0.85,100
0.3229,0.825,0.5,0.002,1.45,0,0.85,100
0.32,0.95,0.3,0.002,1.45,0,0.75,100
0.3157,0.95,0.3,0.002,1.425,0,0.85,100
0.3015,0.95,0.3,0.002,1.425,0,0.75,100
0.3001,0.825,0.5,0.002,1.45,0,0.9,100
